"id";"NIT";"pyme";"ind-sep";"nombre";"CIIU";"constitucion";"estado";"direccionjud";"deptojud";"ciudadjud";"direccion";"depto";"ciudad";"pais";"telefono";"celular";"email";"matricula";"dommatriz";"paismatriz";"revisor";"conceptorev"
17770;"800100277";1;1;" LAGUNA MORANTE SA EN REORGANIZACION";"4290";"30/06/1990";"ACTIVA";"BRR BOSQUE AV CRISANTO LUQUE URB EL REFUGIO BLOQUE 9 APT 4B";"BOLIVAR";"CARTAGENA-BOLIVAR";"BRR BOSQUE AV CRISANTO LUQUE URB EL REFUGIO BLOQUE 9 APTO 4B";"BOLIVAR";"CARTAGENA-BOLIVAR";"Colombia";"6580813";"3114453533";"arleth.morante@lmsa.com.co";"97413700";"";"";"Si";"03. LIMPIO"
17771;"900311747";1;1;"DARDA OIL SERVICES SAS";"7110";"31/08/2009";"ACTIVA";"CL 100 8 A 55 OF 606 TO C";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CL 100 8 A 55 OF 606 TO C";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"6210347";"3507958887";"mvera@dardaoilservices.com";"1930445";"";"";"Si";"03. LIMPIO"
17772;"900452553";1;1;"JAWAN FOR SOUTH AMERICAN SERVICES TECHNOLOGY AND SYSTEM S.A.S.";"4321";"07/06/2011";"ACTIVA";"CLL 79 # 14 - 33 OFF 303";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CLL 79 # 14 - 33 OFF 303";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"7034224";"3168782861";"CONTABILIDAD@SALESTS.COM";"2123602";"";"";"Si";"03. LIMPIO"
17773;"900510463";1;1;"JGH PROYECTOS Y SERVICIOS S A S";"4321";"22/03/2012";"ACTIVA";"CR 51 13 E 32";"VALLE";"CALI-VALLE";"CR 51  13 E 32";"VALLE";"CALI-VALLE";"Colombia";"3758336";"3136492163";"contabilidad@jghproyectos.com";"84044716";"";"";"Si";"03. LIMPIO"
17774;"860505064";1;1;"GUTIERREZ DIAZ Y CIA SA";"7110";"23/10/1981";"ACTIVA";"CR 14A 119 88";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CR 14A 119 88";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"6290020";"3102496001";"contabilidad@gutierrezdiaz.com";"164019";"";"";"Si";"03. LIMPIO"
17775;"830513508";1;1;"lLABORATORIO DIA S.A.S.";"2023";"14/01/2005";"ACTIVA";"CR 25A 40F SUR 167";"ANTIOQUIA";"ENVIGADO-ANTIOQUIA";"CR 25A 40F SUR167";"ANTIOQUIA";"ENVIGADO-ANTIOQUIA";"Colombia";"3334790";"3122593790";"contabilidad@laboratoriodia.com";"99808";"";"";"Si";"03. LIMPIO"
17776;"804010528";1;1;"pi sas proyectos de ingenieria sas ";"7110";"10/11/2000";"ACTIVA";"calle 30 22 200 apartamento 103";"SANTANDER";"FLORIDABLANCA-SANTANDER";"calle 30 22 200 apartamento 103";"SANTANDER";"FLORIDABLANCA-SANTANDER";"Colombia";"6398008";"3219003420";"proyectos.geotecnicos1@gmail.com";"05-085475-16";"";"";"Si";"03. LIMPIO"
17777;"800064120";1;1;"TALLER DE ENSAMBLE SAS";"4111";"12/02/1990";"ACTIVA";"CRA 46  152  46 OF 307";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CRA 46  152  46 OF 307";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"6150418";"3102489667";"m.angulo@tallerdensamble.com";"363567";"";"";"No";""
17778;"860352711";1;1;"DEPOSITO DENTAL ALFOR LIMITADA";"4773";"18/11/1985";"ACTIVA";"CLL 118 # 15 24 MN 10";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CLL 118 # 15 24 MN 10";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"2163778";"3133505068";"contabilidad@dentalalfor.com";"249610";"";"";"Si";"03. LIMPIO"
17779;"830037139";1;1;"SALES AND SERVICES TECHNOLOGY SYSTEMS SAS";"4741";"07/10/1997";"ACTIVA";"Cra 15 N° 79 - 69 Loc 108";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Cl 79 Nro. 14 33 Ofc 302 Ed Oxford";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"2188267";"3168782861";"administrativo@salests.com";"828422";"";"";"Si";"03. LIMPIO"
17780;"830026223";1;1;"CRG SAS";"7110";"10/10/1996";"ACTIVA";"CALLE 90 19 A 46 PS 7";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CALLE 90 19 A 46 PS 7";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"6104770";"3183473764";"epinzon@eyr.com.co";"756421";"";"";"Si";"03. LIMPIO"
17781;"901105366";1;1;"MESA DOS2 & CIA S.C.A";"7490";"12/06/2017";"ACTIVA";"CL 10 10 190 T 2 AP 803";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"CL 10 10 190 T 2 AP 803";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"Colombia";"5583455";"345583455";"mmesamm@gmail.com";"21-596118-07";"";"";"Si";"03. LIMPIO"
17782;"901157806";1;1;"BIENES RAICES GALERAS SAS";"6810";"07/02/2018";"ACTIVA";"CLL 19 27 51";"NARINO";"PASTO-NARINO";"CLL 19 27 51 ";"NARINO";"PASTO-NARINO";"Colombia";"7222057";"3173342290";"luzmaryrojas174@hotmail.com";"179012";"";"";"No";""
17783;"824006325";1;1;"CONSTRUAMBIENTE SAS";"4390";"28/01/2004";"ACTIVA";"CLL 6D 19A2 62 OFC 101";"CESAR";"VALLEDUPAR-CESAR";"CLL 6D 19A2 62 OFC 101";"CESAR";"VALLEDUPAR-CESAR";"Colombia";"5733514";"3207660439";"JJ.AVILEZ@GMAIL.COM";"68944";"";"";"Si";"03. LIMPIO"
17784;"800025696";1;1;"MARROQUINERA RIVIERA SAS";"4642";"10/02/1988";"ACTIVA";"CALLE 41 13A 22";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CALLE 41 13A 22";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"2450003";"3105590428";"CONTABILIDAD@RIVIERAMARROQUINERA.COM";"317522";"";"";"Si";"03. LIMPIO"
17785;"900561385";1;1;"INVERSIONES LA CHAMPAÑA S.A..S ";"0141";"17/09/2012";"ACTIVA";"CRA 43A NO 3SUR 130 TORRE 2 OF 914";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"CRA 43A NO 3SUR 130 TORRE 2 OF 914";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"Colombia";"3663193";"3137370155";"adl@une.net.co";"21-476660-12";"";"";"No";""
17786;"800042462";1;1;"Technik Ltda";"4774";"03/08/1988";"ACTIVA";"Carrera 73 No. 51 - 78; Of. 102";"BOGOTA D.C.";"ENGATIVA-BOGOTA D.C.";"Carrera 73 No. 51 - 78, Of. 102";"BOGOTA D.C.";"ENGATIVA-BOGOTA D.C.";"Colombia";"2955537";"3153189866";"cartera@technikltda.com";"343323";"";"";"Si";"03. LIMPIO"
17787;"900803441";1;1;"LR SOLUCIONES SAS";"6810";"27/11/2014";"ACTIVA";"CASTILLO GRANDE CALLE 6 No. 6-38 APTO 8A EDF. BAHIA CONCHA";"BOLIVAR";"CARTAGENA-BOLIVAR";"CASTILLO GRANDE CALLE 6 No. 6-38 APTO 8A EDF. BAHIA CONCHA";"BOLIVAR";"CARTAGENA-BOLIVAR";"Colombia";"3912280";"3135126777";"jorge.lozano@yahoo.com";"09-338852-12";"";"";"Si";"03. LIMPIO"
17788;"822005032";1;1;"NESTOR FERNANDO SILVA ESQUIVEL SAS";"4729";"23/01/2002";"ACTIVA";"CALLE 37 NO 26-23";"META";"VILLAVICENCIO-META";"CALLE 37 NO 26-23";"META";"VILLAVICENCIO-META";"Colombia";"6720284";"3133879958";"queserasanisidro@yahoo.com";"88172";"";"";"Si";""
17789;"811009139";1;1;"L.F. MORALES Y CIA SCS CIVIL";"4631";"07/03/1997";"ACTIVA";"Cra 48 No. 57 - 43";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"Cra 48 nO. 57 - 43";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"Colombia";"2218252";"3173714418";"natimontoya14@hotmail.com";"21-223596-06";"";"";"Si";"03. LIMPIO"
17790;"830104201";1;1;"MUNDO ESPUMAS SAS";"3120";"13/06/2002";"ACUERDO DE REORGANIZACION";"CARRERA 22 A 44 A 23 SUR";"BOGOTA D.C.";"RAFAEL-URIBE-URIBE-BOGOTA D.C.";"CARRERA 22 A 44 A 23 SUR";"BOGOTA D.C.";"RAFAEL-URIBE-URIBE-BOGOTA D.C.";"Colombia";"2364161";"3105730589";"contabilidad@mundoespumas.com";"1189188";"";"";"Si";"02. CON SALVEDAD"
17791;"900558793";1;1;"CURE HENAO & CIA. S.A.S.";"1051";"29/05/2012";"ACTIVA";"CARRERA 57 No. 78-66. APTO 7B. ";"ATLANTICO";"BARRANQUILLA-ATLANTICO";"CARRERA 57 No. 78-66. APTO 7B";"ATLANTICO";"BARRANQUILLA-ATLANTICO";"Colombia";"3446299";"3126207718";"contabilidad@arroceradellitoral.com ";"554.970";"";"";"No";""
17792;"800186618";1;1;"COMERCIAL ELECTROMUEBLES Y CIA LTDA";"4754";"02/02/1993";"ACTIVA";"CR 16 No 19-29";"ARAUCA";"ARAUCA-ARAUCA";"CR 16 No 19-29";"ARAUCA";"ARAUCA-ARAUCA";"Colombia";"8853277";"3108082798";"hrolon@electromueblesarauca.com";"6942";"";"";"Si";"03. LIMPIO"
17793;"830064917";1;1;"lLOS MORALES DE CASTILLA SAS";"4731";"12/08/1999";"ACTIVA";"TV 12 # 14-21";"CUNDINAMARCA";"FUSAGASUGA-CUNDINAMARCA";"TV 12 # 14-21";"CUNDINAMARCA";"FUSAGASUGA-CUNDINAMARCA";"Colombia";"8672951";"3102859862";"losmoralesdecastillasa@yahoo.com";"977911";"";"";"Si";"03. LIMPIO"
17794;"900196910";1;1;"INVERSIONISTA LANCO S.A.S";"6810";"21/01/2008";"ACTIVA";"CL 51 51 40 OF 501";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"CL 51 51 40 OF 501";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"Colombia";"5132490";"3104385551";"OCTAVIO.JARAMILLO@ESUMER.EDU.CO";"21-391408-12";"";"";"Si";"03. LIMPIO"
17795;"900480967";1;1;"iINVERSIONES M&M SUPLIDORES SAS";"4111";"09/02/2011";"ACTIVA";"CLLE 74A # 22 31";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CLLE 74A # 22 31";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"7006561";"3044226265";"FMONSALVEROJAS@HOTMAIL.COM";"2163348";"";"";"No";""
17796;"900607706";1;1;"AGRONEGOCIOS LA MANCHA S.A.S.";"0141";"08/10/2012";"ACTIVA";"CIRC 4 66B 24";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"CIRC 4 66B 24";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"Colombia";"4449442";"3012120282";"contabilidad@custodiar-sa.com";"21-478837-12";"";"";"Si";"03. LIMPIO"
17797;"830072638";1;1;"URDANETA & VELEZ, PEARL & ABDALLAH ABOGADOS SAS";"6910";"13/06/2000";"ACTIVA";"CL 67 4 A 71";"BOGOTA D.C.";"CHAPINERO-BOGOTA D.C.";"CL 67 4 A 71";"BOGOTA D.C.";"CHAPINERO-BOGOTA D.C.";"Colombia";"2495080";"3153390736";"administrativo@uvpa.net";"1021169";"";"";"Si";"03. LIMPIO"
17798;"830132824";1;1;"ESRICO SA";"6810";"26/12/2006";"ACTIVA";"CRA 29 B 71 C 52";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CRA 29 B 71 C 52";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"8050524";"3212360944";"esrico.esrico@gmail.com";"1329478";"";"";"Si";"03. LIMPIO"
17799;"901008264";1;1;"COMPAÑA NACIONAL DE BEBIDAS SAS";"1391";"13/09/2016";"ACTIVA";"AV CIR CALLE 110 12F 29 BOD 13";"ATLANTICO";"BARRANQUILLA-ATLANTICO";"AV CIRCUNVALAR  CALLE 110 12F 29 BOD 13";"ATLANTICO";"BARRANQUILLA-ATLANTICO";"Colombia";"3966190";"3117363604";"A.SANJUAN@CNBCOL.COM";"655514";"";"";"Si";"03. LIMPIO"
17800;"900483594";1;1;"INVERSIONES JOINT VENTURE SAS";"4111";"06/12/2011";"ACTIVA";"AK 45 108 27 OF 703 TO 2";"BOGOTA D.C.";"USAQUEN-BOGOTA D.C.";"AK 45 108 27 OF 703 TO 2";"BOGOTA D.C.";"USAQUEN-BOGOTA D.C.";"Colombia";"6399000";"3214181665";"Jimmyfsanchezb@gmail.com";"2164344";"";"";"No";""
17801;"900493279";1;1;"NACIONAL DE SUMINISTROS, SERVICIOS Y MANTENIMIENTO SAS";"4631";"25/01/2012";"ACTIVA";"CL 64 36B-161";"SANTANDER";"BARRANCABERMEJA-SANTANDER";"CL 64 36B-161";"SANTANDER";"BARRANCABERMEJA-SANTANDER";"Colombia";"6024952";"3165760284";"gomezcaspilar1@hotmail.com";"83623";"";"";"No";""
17802;"900034627";1;1;"INVERSIONES ARAZA SAS";"4664";"11/07/2005";"ACTIVA";"CONDOMINIO INDUSTRIAL TERPEL BODEGA 1 KM 2 VIA NEIVA PALERMO";"HUILA";"PALERMO-HUILA";"CONDOMINIO INDUSTRIAL TERPEL BODEGA 1 KM 2 VIA NEIVA PALERMO";"HUILA";"PALERMO-HUILA";"Colombia";"8726013";"3183308821";"araza.contables@hotmail.com";"150349";"";"";"Si";"03. LIMPIO"
17803;"900011599";1;1;"LAS VEGAS RECREACIONES S.A.S.";"5611";"09/03/2005";"ACTIVA";"Calle 44 No.. 22-48";"ATLANTICO";"BARRANQUILLA-ATLANTICO";"Calle 44 No.. 22-48";"ATLANTICO";"BARRANQUILLA-ATLANTICO";"Colombia";"3795666";"3795666";"dfuentes@lasvegasrecreaciones.com.co";"388089";"";"";"Si";""
17804;"900655645";1;1;"CONSTRUCTSER S.A.S.";"6810";"02/09/2013";"ACTIVA";"CL 53 23 82";"SANTANDER";"BUCARAMANGA-SANTANDER";"CL 53 23 82";"SANTANDER";"BUCARAMANGA-SANTANDER";"Colombia";"6432561";"3103671074";"constructser@hotmail.com";"05-276464-16";"";"";"Si";"03. LIMPIO"
17805;"800039348";1;1;"INVERSIONES DECAILLET QUINTANA & CIA S EN C";"6810";"08/07/1988";"ACTIVA";"CRA 23 73 27";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CRA 23 73 27";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"4846890";"3108548963";"CONTABILIDAD@JEANPASCAL.COM";"338354";"";"";"Si";"03. LIMPIO"
17806;"802017436";1;1;"SUMINISTROS Y DOTACIONES ORION S.A.S";"1410";"30/05/2002";"ACTIVA";"CARRERA 46 # 79-204";"ATLANTICO";"BARRANQUILLA-ATLANTICO";"CARRERA 46 # 79- 204";"ATLANTICO";"BARRANQUILLA-ATLANTICO";"Colombia";"3606032";"3135720703";"contabilidad@sydorion.com";"331411";"";"";"Si";""
17807;"832004742";1;1;"PARA TRACTOMULAS G L SAS";"4530";"25/08/2000";"ACTIVA";"CR 36 8 20 LC 5";"CUNDINAMARCA";"ZIPAQUIRA-CUNDINAMARCA";"CR 36 8 20 LC 5";"CUNDINAMARCA";"ZIPAQUIRA-CUNDINAMARCA";"Colombia";"6277654";"3143934862";"paratractomulas@hotmail.com";"1034804";"";"";"Si";"03. LIMPIO"
17808;"816005962";1;1;"GAS COMPRIMIDO DE COLOMBIA S A ";"4731";"12/12/2001";"ACTIVA";"CR 16 77 15 BRR LA ROMELIA ";"RISARALDA";"DOS-QUEBRADAS-RISARALDA";"CR 16 77 15 ";"RISARALDA";"DOS-QUEBRADAS-RISARALDA";"Colombia";"3287096";"3146828363";"gerencia.gascc@gmail.com ";"20999";"";"";"Si";"03. LIMPIO"
17809;"890101130";1;1;"PFV & CIA LTDA";"4290";"20/12/1950";"ACTIVA";"CARRERA 45 # 53-75";"ATLANTICO";"BARRANQUILLA-ATLANTICO";"CARRERA 45 # 53-75";"ATLANTICO";"BARRANQUILLA-ATLANTICO";"Colombia";"3495200";"3205219285";"CONTABLE@PFV.COM.CO";"3368";"";"";"Si";"03. LIMPIO"
17810;"900551022";1;1;"CURE ALZAMORA & CIA. S.A.S.";"1051";"31/05/2012";"ACTIVA";"CARRERA 59 No. 86-111. APTO 602.";"ATLANTICO";"BARRANQUILLA-ATLANTICO";"CARRERA 59 No. 86-111. APTO 602.";"ATLANTICO";"BARRANQUILLA-ATLANTICO";"Colombia";"3446299";"3126207718";"contabilidad@arroceradellitoral.com";"552.200";"";"";"No";""
17811;"900417394";1;1;"FERRETERIA JIMENEZ SAS";"3312";"01/02/2012";"ACTIVA";"CARRERA 17 12A 10";"SANTANDER";"BUCARAMANGA-SANTANDER";"CARRERA 17 12A 10";"SANTANDER";"BUCARAMANGA-SANTANDER";"Colombia";"6803908";"3112115746";"FERREJIMENEZSAS@HOTMAIL.COM";"05-201134-16";"";"";"Si";"03. LIMPIO"
17812;"812000152";1;1;"DON ASEO LTDA";"8121";"14/06/1995";"ACTIVA";"CL 34 4 63";"CORDOBA";"MONTERIA-CORDOBA";"CL 34 4 63";"CORDOBA";"MONTERIA-CORDOBA";"Colombia";"7824086";"3157442121";"bianisje.contadora@hotmail.com";"37843";"";"";"Si";"03. LIMPIO"
17813;"837000999";1;1;"AHMAD SHAYEB ASOCIADOS LIMITADA";"4711";"23/01/2004";"ACTIVA";"CARRERA 6 NRO 14 -06";"NARINO";"IPIALES-NARINO";"CRA 6 NRO 14 -06";"NARINO";"IPIALES-NARINO";"Colombia";"7732232";"3024653398";"almacenestrella@yahoo.es";"13221";"";"";"Si";"03. LIMPIO"
17814;"900269684";1;1;"SERIEMAX SAS";"4923";"18/02/2019";"ACTIVA";"CR 06 NO 90 52";"ATLANTICO";"BARRANQUILLA-ATLANTICO";"CR 06 NO 90 52";"ATLANTICO";"BARRANQUILLA-ATLANTICO";"Colombia";"3850762";"3114033324";"seriemax@hotmail.com";"474577";"";"";"Si";"03. LIMPIO"
17815;"900399761";1;1;"GARRIDO LUMACVI & CIA SCA";"0124";"11/11/2010";"ACTIVA";"CL 70 NORTE 2AN 620";"VALLE";"CALI-VALLE";"CL 70 NORTE 2AN 620";"VALLE";"CALI-VALLE";"Colombia";"6644251";"3103893445";"julietaarango@sameco.org";"806210-7";"";"";"Si";"03. LIMPIO"
17816;"890805289";1;1;"RECREACIONES MONTEREY SA ";"9329";"27/04/1981";"ACTIVA";"CL 11  8 - 50";"CALDAS";"CHINCHINA-CALDAS";"CL 11  8 - 50";"CALDAS";"CHINCHINA-CALDAS";"Colombia";"8403478";"3117771551";"recreacionesmonterrey@gmail.com";"4095";"";"";"Si";"03. LIMPIO"
17817;"800026339";1;1;"PRONAL LTDA";"4711";"04/02/1998";"ACTIVA";"CRA 9 A 1 B 34 ";"SAN ANDRES Y PROVIDENCIA";"SAN-ANDRES-SAN ANDRES Y PROVIDENCIA";"CRA 9 A 1 B 34 ";"SAN ANDRES Y PROVIDENCIA";"SAN-ANDRES-SAN ANDRES Y PROVIDENCIA";"Colombia";"5129959";"3157131907";"EFEGUZ@YAHOO.COM";"9006";"";"";"Si";"03. LIMPIO"
17818;"901201095";1;1;"GRM Colombia Real Estate SAS";"6810";"24/07/2018";"ACTIVA";"Autopista Med Km 2.4 Complejo Industrial y Cial Clic 80 Bodega 10";"CUNDINAMARCA";"COTA-CUNDINAMARCA";"Autopista Med Km 2,4 Complejo Industrial y Cial Clic 80";"CUNDINAMARCA";"COTA-CUNDINAMARCA";"Colombia";"4434960";"3125219967";"financiero@grmdocument.com";"2992966";"";"";"Si";"03. LIMPIO"
17819;"802008944";1;1;"SHADAI  REPRESENTACIONES  & COMPAÑIA  S EN C";"7490";"22/10/1998";"ACTIVA";"CRA 48 N 72 - 25 OF 202";"ATLANTICO";"BARRANQUILLA-ATLANTICO";"CRA 48 N 72 -25 OF 202";"ATLANTICO";"BARRANQUILLA-ATLANTICO";"Colombia";"3609839";"3163445319";"arcesiosierra@hotmail.com";"266972";"";"";"No";""
17820;"890910183";1;1;"INGENIROS UNIDOS Y ASOCIADOS LIMITADA";"4111";"27/06/1971";"ACTIVA";"CARRERA 30 39 110";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"CARERA 30 39 110";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"Colombia";"2698818";"3113104540";"inual@hotmail.com";"21-006335-03";"";"";"Si";"03. LIMPIO"
17821;"900483739";1;1;"IDC 21 SAS  ";"4290";"02/11/2011";"ACTIVA";"CALLE 72 55 71";"ATLANTICO";"BARRANQUILLA-ATLANTICO";"CALLE 72 55 71";"ATLANTICO";"BARRANQUILLA-ATLANTICO";"Colombia";"3301685";"3015632316";"JSOLIS@IDC21.CO";"531958";"";"";"Si";"03. LIMPIO"
17822;"860001093";1;1;"ESCOBAR Y MARTINEZ S.A";"2219";"26/09/1950";"ACTIVA";"Cra 68 D 17-30";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Cra 68 D 17-30";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"4110299";"3107792477";"judith.marin@eym.com.co";"7659";"";"";"Si";"03. LIMPIO"
17823;"901233473";1;1;"LA PRIMAVERA INVERSIONES SAS";"6810";"25/10/2018";"ACTIVA";"Calle 140 6-10 TO 13 AP 401";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CALLE 140 6-10 TO 5 AP 401";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"2740253";"3115144596";"hcoydecastro@hotmail.com";"3040447";"";"";"Si";"03. LIMPIO"
17824;"900047350";1;1;"VISION SCIENCE & TECHNOLOGY S.A.S";"0113";"06/07/2005";"ACTIVA";"CRA 10 87 76";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"KM 19 VIA LA CALERA-SOPO";"CUNDINAMARCA";"LA-CALERA-CUNDINAMARCA";"Colombia";"8742181";"3123733987";"icarvajal@gaviria.com.co";"1550126";"";"";"Si";"03. LIMPIO"
17825;"900557254";1;1;"CURE MUÑOZ & CIA. S.A.S.";"1051";"28/05/2012";"ACTIVA";"CARRERA 58 No. 96-38. APTO 301. ";"ATLANTICO";"BARRANQUILLA-ATLANTICO";"CARRERA 58 No. 96-38. APTO 301. ";"ATLANTICO";"BARRANQUILLA-ATLANTICO";"Colombia";"3446299";"3126207718";"contabilidad@arroceradellitoral.com";"552.202";"";"";"No";""
17826;"900819141";1;1;"ENCONSTRUCCIONES INGENIERIA SAS";"2511";"03/02/2015";"ACTIVA";"Carrera 11 Nro 2 - 34 Brr San Rafael";"SANTANDER";"BUCARAMANGA-SANTANDER";"No hemos tenido conocimiento de irregularidades que involucren a miembros de la Administración o empleados, que puedan tener efecto de importancia relativa sobre los estados financieros enunciados";"SANTANDER";"BUCARAMANGA-SANTANDER";"Colombia";"6713496";"3173719364";"encoconta@gmail.com";"05-315101-16";"";"";"Si";""
17827;"900230023";1;1;"OOH REDES DIGITALES LTDA";"6120";"01/07/2008";"ACTIVA";"CR 20 133 50";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CR 20 133 50";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"6954409";"3125743387";"camilo.perez@oohrd.com";"1820246";"";"";"Si";"03. LIMPIO"
17828;"901000330";1;1;"KUSHKI COLOMBIA SAS";"6312";"17/08/2016";"ACTIVA";"CL 80 11 42 P5 TO SUR ";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CL 80 11 42 P5 TO SUR";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"7433588";"3002710045";"SOPORTE@KUSHKIPAGOS.COM";"2722752";"";"";"Si";"03. LIMPIO"
17829;"830070132";1;1;"REPRESENTACINES J&R LTDA";"4772";"05/04/2000";"ACTIVA";"CARRERA 97 24 C 51 BODEGA 15";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CARRERA 97 24 C 51 BODEGA 15";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"4223828";"3107799348";"GERENCIA@ATHLETICSTORE.COM.CO";"1007623";"";"";"Si";"03. LIMPIO"
17830;"830103204";1;1;"COMERCIALIZADORA TUCAN FLOWERS S.A.";"0125";"24/05/2002";"ACTIVA";"AV CRA 9 No. 100 - 07 OFIC 401";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"AV CRA 9 No. 100-07 OFIC 401";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"7044569";"3208364411";"tucanflowerssa@hotmail.com";"1184373";"";"";"Si";"03. LIMPIO"
17831;"900206632";1;1;"ALL IN SOLUCIONES  LOGISTICAS S.A.S";"7020";"14/03/2008";"ACTIVA";"carrera 43 a 15 sur 15 (802)";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"carrera 43 a 15 sur 15 (802)";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"Colombia";"3268002";"3146287699";"gerencia@aisl.colombia.com";"21-394459-12";"";"";"No";""
17832;"900734186";1;1;"TKSERVICE SAS";"4659";"14/05/2014";"ACTIVA";"CALLE 6 28 11";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"CALLE 6 28 11";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"Colombia";"2669829";"3164539143";"kzarate@tkservice.com.co";"2151303612";"";"";"Si";"03. LIMPIO"
17833;"900559129";1;1;"CURE NAIZIR & CIA. S.A.S.";"1051";"08/06/2012";"ACTIVA";"CARRERA 58 No. 96-08. APTO 303.";"ATLANTICO";"BARRANQUILLA-ATLANTICO";"CARRERA 58 No. 96-08. APTO 303.";"ATLANTICO";"BARRANQUILLA-ATLANTICO";"Colombia";"3446299";"3126207718";"contabilidad@arroceradellitoral.com";"554.971";"";"";"No";""
17834;"800158102";1;1;"SUPER BUSINES COMMERCE CENTER LTDA";"6810";"28/11/1991";"ACTIVA";"CRA 31 A 25 A 07";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CRA  31 A 25 A 07";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"2444163";"3108667730";"aveadmon@hotmail.com";"491456";"";"";"No";""
17835;"900423650";1;1;"BIKAR S A S EN REORGANIZACION";"3250";"16/03/2011";"ACUERDO DE REESTRUCTURACIÓN";"CARRERA 106 15A 25 MZ 9 BD 15 ";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CARRERA 106 15A 25 MZ 9 BD 15 ";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"4048797";"3176687701";"Alonalonso.mora@bikar.com.co";"2076524";"";"";"No";""
